Markers_name	Type	Alias	Informative_meioses	Heterozygosity	Build37_map_physical_position	Sex.averaged_map_position	Female_map_position	Male_map_position	Build36_map_physical_position	Female_map_position_smoothed	Sex.averaged_map_position_smoothed	Male_map_position_smoothed
rs13429	SNP	rs13429	248	0.47	440424	0	0	0	430424	0	0	0
D8S1482	STS	D8S1482	47	0.2	455266	0	0	0	445266	0.0156206576433688	0.0172346299484387	0.0124223865178850
rs1669694	SNP	rs1669694	230	0.48	565232	0	0	0	555232	0.101047027643459	0.198538181527338	0.299954579278685
rs1979176	SNP	rs1979176	347	0.47	592876	0	0	0	582876	0.117046431659307	0.251712546473921	0.411496046993039
rs4735815	SNP	rs4735815	169	0.28	627181	0	0	0.03	617181	0.136915146672005	0.317602857977954	0.549958248999487
D8S504	STS	AFM197XG5	966	0.75	1017556	0	0	0.03	1004849	0.365177892126842	1.14464840278568	2.16789959342615
rs1823668	SNP	rs1823668	217	0.42	1143494	0	0.94	0.03	1130901	0.4432076903937	1.42578090050086	2.69800296834739
rs1562926	SNP	TSC0453267	462	0.5	1160584	0	0.94	0.03	1147991	0.454020788549272	1.46467255291766	2.76945423367074
D8S7	STS	D8S7	146	0.45	1220616	0.01	0.94	0.03	1208022	0.492439785049394	1.60145375763822	3.02367007517463
rs763869	SNP	rs763869	278	0.55	1375610	1.37	0.94	2.32	1363017	0.59538087892876	1.95380692669769	3.68711775178572
rs11779733	SNP	rs11779733	348	0.48	1811397	3	0.94	5.5	1798804	0.897470215425766	2.97203067343117	5.53015765393077
rs2099746	SNP	TSC1325822	319	0.49	2095441	3.37	0.94	6.22	2082848	1.10887155693871	3.6828609587073	6.74648356863312
rs1866720	SNP	rs1866720	199	0.46	2109442	3.37	0.94	6.22	2096849	1.11921880860823	3.72159444352395	6.80746054426443
D8S264	STS	AFM143XD8	722	0.9	2130333	3.37	0.94	6.22	2117695	1.13465802256638	3.77938897472206	6.89844475952862
rs1478959	SNP	TSC0702406	186	0.34	2149742	3.58	1	6.74	2137149	1.14953868530101	3.83119316305709	6.98418933394398
rs897445	SNP	TSC0171583	228	0.47	2295755	3.72	1	6.77	2283162	1.25837674906749	4.21530147612875	7.63578295238805
D8S1042	STS	UT1481	40	0.39	2706176	5.24	1.68	9.08	2693302	1.61405882451198	5.25827944460972	9.29202670039325
rs921779	SNP	rs921779	107	0.22	2774443	5.24	1.95	9.08	2761850	1.67761153912346	5.39443125681001	9.48092851190651
rs921778	SNP	rs921778	126	0.24	2774592	5.24	1.95	9.08	2761999	1.67777413233946	5.39472910237646	9.48134780546195
rs921777	SNP	rs921777	221	0.53	2774638	5.24	1.95	9.08	2762045	1.67782432890279	5.39482105469899	9.4814772517945
rs6558698	SNP	rs6558698	286	0.58	2886013	5.24	1.95	9.08	2873420	1.80179676377934	5.62302432753568	9.80962543207076
rs641282	SNP	rs641282	143	0.29	2887572	5.24	1.95	9.08	2874979	1.80356120942966	5.62628518632123	9.81439477752337
rs13278117	SNP	rs13278117	259	0.42	2895929	5.24	1.95	9.08	2883336	1.81350404985951	5.64327636383503	9.83846039199946
rs3112	SNP	WIAF-1044	272	0.53	2954348	5.24	1.95	9.08	2941755	1.88408408018705	5.76118030266376	10.0041412737524
rs16806	SNP	WIAF-3054	97	0.4	2963372	5.24	1.95	9.08	2950779	1.89662206293914	5.77837889677978	10.0270040100995
D8S201	STS	MFD199A	463	0.88	3040050	5.24	1.95	9.08	3027456	1.9977268076194	5.92356989037427	10.2157029453991
rs718122	SNP	rs718122	181	0.34	3159349	5.24	1.95	9.08	3146756	2.13626230300713	6.16169360970891	10.5226914100041
rs718119	SNP	rs718119	59	0.11	3159709	5.24	1.99	9.08	3147116	2.13667229000804	6.162465077569	10.5237007367510
D8S1806	STS	AFM077YG5	504	0.58	3296988	6.2	2.21	10.16	3284323	2.29958070945644	6.46626482931282	10.9394258525241
D8S1458	STS	D8S1458	58	0.62	3433718	6.2	2.21	10.16	3420880	2.46649517514987	6.78139658252815	11.399385600143
rs17128	SNP	rs17128	31	0.09	3458447	6.2	2.21	10.39	3445855	2.49694754283104	6.8392742331373	11.4842950383486
rs922798	SNP	rs922798	307	0.46	3481618	6.2	2.21	10.92	3469026	2.52503672489858	6.89275786715125	11.5679102433493
rs4875253	SNP	rs4875253	273	0.44	3552210	6.2	2.21	10.92	3539618	2.61245846666064	7.0616902518569	11.8170084649330
D8S1824	STS	AFMA054TD9	919	0.81	3552485	6.8	2.79	10.92	3539860	2.61280603874130	7.06237109603122	11.8179574397458
D8S1781	STS	AFMB336XD9	632	0.86	3578058	6.8	2.79	10.92	3565457	2.64512771444577	7.12568465264884	11.9062051957029
rs2720840	SNP	rs2720840	282	0.47	3600932	6.8	2.79	10.92	3588340	2.67378594402585	7.18126221586211	11.9937758676198
D8S1788	STS	AFMB352XD5	809	0.67	3636614	6.8	2.79	10.92	3624008	2.71846959510510	7.26787036151915	12.1311129144077
D8S262	STS	AFM127XH2	387	0.62	3677034	7.13	3.05	10.92	3664439	2.76776695827651	7.37929114336503	12.2841902700094
rs1365280	SNP	rs1365280	235	0.45	3922120	7.42	3.35	12.09	3909528	3.07769859915533	8.00570600999803	13.1957566566888
rs1365278	SNP	rs1365278	79	0.17	3922260	7.42	3.35	12.09	3909668	3.07786852898478	8.0060872837013	13.1963076899422
rs1820437	SNP	rs1820437	98	0.25	3922696	7.42	3.35	12.09	3910104	3.07839773902506	8.00727467894863	13.1980237649311
rs972422	SNP	rs972422	288	0.58	4019284	7.42	3.35	12.09	4006692	3.20844732545693	8.25442974246756	13.5956817943251
rs1382257	SNP	rs1382257	100	0.28	4486617	9.04	3.35	14.88	4474025	3.8335982297984	9.8344034324232	16.2428916943676
rs1382259	SNP	rs1382259	100	0.25	4486892	9.88	3.35	16.22	4474300	3.83397731620275	9.83535054503074	16.2445831201884
D8S518	STS	AFM234VE1	699	0.71	4487605	9.88	3.35	16.22	4475009	3.83496018386204	9.83780614971863	16.248968526044
rs899145	SNP	rs899145	272	0.48	4583927	9.88	4.32	16.22	4571335	3.94640660926039	10.1632614094862	16.8202273429280
rs1350307	SNP	rs1350307	157	0.33	4617778	9.88	4.32	16.22	4605186	3.97909298392688	10.2672353734390	17.0167347759571
rs10866977	SNP	rs10866977	341	0.58	4622964	9.88	4.32	16.22	4610372	3.98410056240375	10.2831642670333	17.0468398702731
rs2594	SNP	WIAF-283	9	0.1	4709123	9.9	4.32	16.33	4696531	4.03684309111009	10.5221745521332	17.5224222264877
rs2010684	SNP	rs2010684	91	0.22	4894009	9.96	4.32	16.43	4881417	4.07957655231478	11.0064120053198	18.4500675706819
rs1563180	SNP	rs1563180	97	0.25	4894549	10.76	4.32	18.04	4881957	4.07967922203304	11.0076893966309	18.4527266493894
rs1377882	SNP	rs1377882	238	0.48	4961837	10.76	4.32	18.04	4949245	4.0904567872273	11.1934821104035	18.7813978723542
rs1377883	SNP	rs1377883	231	0.51	4961899	10.76	4.32	18.04	4949307	4.09046945768937	11.1936227859681	18.7816965191882
D8S1798	STS	AFMC032YG5	94	0.63	5100365	11.96	4.32	20.24	5087772	4.11575392168867	11.5412891954540	19.4594812238323
rs763630	SNP	rs763630	221	0.49	5462740	11.96	4.32	20.24	5450148	4.1863143639625	12.1399947992518	20.7504401126129
D8S1140	STS	GATA62D10	58	0.5	5516628	11.96	4.32	20.24	5504036	4.19862702759819	12.2533445801185	20.9296413766678
rs1588674	SNP	rs1588674	65	0.17	5691222	11.96	4.32	20.24	5678630	4.38964227982166	12.6451870570256	21.5141520879007
rs1920469	SNP	TSC0975314	283	0.46	5833439	12.46	4.32	21.2	5820847	4.66670054901664	13.0296159219844	21.9955652638440
rs1424724	SNP	rs1424724	93	0.21	5875495	12.46	4.32	21.2	5862903	4.74423294147149	13.1383572436612	22.1341721630159
rs1343923	SNP	rs1343923	186	0.35	5913205	12.46	4.32	21.2	5900613	4.83045231721264	13.2345330249951	22.2561019817768
rs890020	SNP	TSC0159869	372	0.42	5939362	12.46	4.32	21.2	5926770	4.91996002481156	13.3035307936118	22.3375474295013
rs890016	SNP	TSC0159865	192	0.48	5981804	12.46	4.32	21.2	5969212	5.07745130180856	13.4342818859246	22.4769027499186
D8S1099	STS	ATA3A02	164	0.71	6175933	12.46	4.32	21.2	6163341	5.78992999962186	14.1790720001879	23.1646392508155
rs988272	SNP	TSC0307627	135	0.19	6189002	13.72	5.4	21.96	6176410	5.82757760921801	14.2255210806988	23.2084546303341
rs2166007	SNP	TSC1199763	269	0.35	6211852	13.72	5.41	21.96	6199260	5.89340115189702	14.3067332231484	23.2850619776445
D8S1742	STS	AFM045XA3	796	0.83	6214007	13.72	6.07	21.96	6201371	5.8996090177383	14.3143923989462	23.2922868718876
