Markers_name	Type	Alias	Informative_meioses	Heterozygosity	Build37_map_physical_position	Sex.averaged_map_position	Female_map_position	Male_map_position	Build36_map_physical_position	Female_map_position_smoothed	Sex.averaged_map_position_smoothed	Male_map_position_smoothed
D1S2217	STS	UT7925	33	0.27	797159	0	0	0	787021	0	0	0
rs2839	SNP	WIAF-768	29	0.12	879687	0	0	0	869550	0.119344546952748	0.138491526214725	0.184936054283501
rs1921	SNP	WIAF-3885	131	0.37	949608	0	0	1.28	939471	0.258817363476117	0.377245133616427	0.650032742394827
rs884080	SNP	rs884080	248	0.53	2026749	3.9	1.51	9.39	2016609	2.72688028516878	4.08879441592877	6.92656969507902
rs364677	SNP	rs364677	229	0.45	2071765	3.9	1.51	9.39	2061625	2.84317037372989	4.25027937717612	7.1529753580495
rs3052	SNP	WIAF-984	29	0.11	2096638	3.9	1.51	9.39	2086498	2.90591354136775	4.33064527525692	7.28232375818522
D1S243	STS	AFM214YG7	135	0.86	2139274	3.9	1.51	9.39	2129098	3.01494622776569	4.46718085345472	7.49671145242061
rs1393064	SNP	rs1393064	74	0.38	3099138	3.9	1.51	9.39	3088998	5.5041381750798	7.57139293765267	11.7533037144546
rs1553291	SNP	rs1553291	291	0.36	3209923	7.63	6.19	12.05	3199783	5.78686847421419	7.93712746795331	12.1746124274861
rs2483266	SNP	rs2483266	294	0.45	3236041	7.63	6.19	12.05	3225901	5.85964607184414	8.0231570166125	12.2606574063870
D1S468	STS	AFM280WE5	871	0.73	3584957	8.63	6.19	13.49	3574721	6.86797012608077	9.10262972990697	13.4356987174356
rs1078687	SNP	TSC0140173	173	0.29	3609045	9.28	6.19	15.06	3598905	6.93730141185328	9.17875130151137	13.5099424827040
rs1885865	SNP	TSC0903069	264	0.31	3646291	10.48	7.86	16.44	3636151	7.0507769106753	9.29442110773072	13.6203490599901
rs1836	SNP	WIAF-3800	27	0.11	3746116	10.48	7.86	16.44	3735976	7.33685593346297	9.60656598960847	13.9014919463533
D1S2845	STS	AFM344WE9	896	0.88	4458558	11.12	8.4	16.44	4358261	9.40684767346831	11.6650717062432	15.8296890007596
rs1591426	SNP	TSC0609187	376	0.46	4495678	11.12	8.4	16.44	4395538	9.49991549964782	11.7718846796444	15.9336927878925
rs705685	SNP	rs705685	93	0.17	4510840	11.25	8.4	16.49	4410700	9.53792989567513	11.8155134054717	15.9761740761605
rs1037800	SNP	TSC0343078	174	0.23	4540795	11.44	8.4	16.49	4440655	9.62043241580848	11.8987738411624	16.0578218911488
D1S2893	STS	AFM123XC3	475	0.58	4591651	11.44	8.9	16.49	4491506	9.76040098957607	12.0424518059577	16.1964879490218
rs594535	SNP	TSC0228807	315	0.38	4602088	11.44	8.9	16.49	4501948	9.78885245101765	12.0730141810357	16.2250379287942
rs241251	SNP	TSC0278455	296	0.45	4613419	12.52	10.02	17.7	4513279	9.81974097354275	12.1061944313001	16.2560334084149
rs2035453	SNP	rs2035453	221	0.5	4704955	12.52	10.02	17.7	4604815	10.0595633491606	12.3492078044934	16.4948689270495
D1S2660	STS	AFMA203YC1	717	0.78	4804650	12.52	10.02	17.7	4704483	10.2984584910583	12.6072154077125	16.7239521396050
D1S1608	STS	GATA49A06	62	0.95	5003725	12.96	10.7	17.7	4903572	10.7372374540820	13.0826711145696	17.1604677749700
D1S2132	STS	D1S2132	680	0.67	5135981	12.96	10.7	17.7	5035840	11.0123356654171	13.3659604525284	17.4064783752173
rs557477	SNP	rs557477	231	0.41	5346474	13.62	11.15	18.49	5246334	11.4762257803480	13.7795641056862	17.8145545227986
rs912991	SNP	rs912991	220	0.46	5358384	13.62	11.15	18.49	5258244	11.5092628231978	13.8070153992915	17.8409985689422
rs1570964	SNP	rs1570964	218	0.41	5384158	13.62	11.15	18.49	5284018	11.5807570920822	13.8664217503732	17.8982251722424
rs729206	SNP	rs729206	256	0.42	5395868	13.62	11.15	18.49	5295728	11.6122122066206	13.8930731583177	17.9240081538697
D1S3405	STS	D1S3405	25	0.15	5480221	13.62	11.15	18.49	5402808	11.8022500075701	14.0766192034216	18.1208702699735
D1S2795	STS	AFMB355ZH5	142	0.71	5576568	13.62	11.15	18.49	5499092	12.0440853772978	14.290471533792	18.3623187415035
D1S2145	STS	GATA92D02	137	0.75	5755927	13.62	11.15	18.49	5678514	12.4067293811564	14.6830786933953	18.8160669563329
rs1414379	SNP	rs1414379	213	0.47	5774674	13.67	11.37	18.49	5697261	12.4391991352513	14.7230622268894	18.8621777051275
rs548726	SNP	rs548726	223	0.45	5913621	15.01	12.23	20.61	5836208	12.7651374144732	15.0273710140683	19.1897062367076
D1S47	STS	CRI-L336	241	0.71	6061786	15.01	12.23	20.61	5984372	13.0356353637357	15.3164885937011	19.5130172202795
rs531099	SNP	rs531099	198	0.45	6063655	15.01	12.23	20.61	5986242	13.0404562871561	15.3202580506659	19.5169694411534
D1S2633	STS	AFMA131YA5	582	0.68	6077380	15.01	12.23	20.61	5999966	13.0758587344244	15.3479390548610	19.5459925719692
rs709209	SNP	TSC0201877	216	0.48	6278414	15.01	12.23	20.72	6201001	13.492904417734	15.7663942040844	19.9531269966591
D1S2870	STS	D1S2870	439	0.75	6289764	15.98	13.93	20.78	6212190	13.5131246664675	15.7816582414678	19.9789144871773
D1S253	STS	AFM254WB9	81	0.37	6359627	16.12	13.95	21.3	6282021	13.6426456974486	15.8984642914625	20.1342158888669
D1S2731	STS	AFMB039ZG9	222	0.5	6701339	16.48	14.06	21.6	6623917	14.3742893557138	16.6229449270554	20.8581434863937
rs200440	SNP	rs200440	194	0.47	6713282	16.48	14.06	21.6	6635869	14.4109931570435	16.6565898746058	20.8778660254497
D1S2642	STS	AFMA152XG5	685	0.55	6850397	16.48	14.06	21.6	6772975	14.7462107726861	16.9273202604744	21.0920797381365
rs1396904	SNP	rs1396904	94	0.29	6896285	16.48	14.06	21.6	6818872	14.8604797361325	17.0027456752453	21.1623429692951
rs950493	SNP	rs950493	115	0.26	6944804	16.48	14.06	21.6	6867391	14.9629785127075	17.100448570904	21.2297216893258
D1S214	STS	D1S214	152	0.79	6962018	16.48	14.06	21.6	6884576	14.9979690165493	17.1364597054442	21.2531081323127
D1S1646	STS	GATA23G09	716	0.7	7142446	16.84	14.06	22.02	7065033	15.3998174457931	17.5115115323633	21.5015731740184
D1S2663	STS	AFMA210XG9	411	0.88	7257594	17.07	14.81	22.12	7180160	15.6910489484270	17.7242823093452	21.6373551074593
rs1005670	SNP	TSC0082273	344	0.51	7373827	17.38	15.14	22.12	7296414	15.9203971297513	17.9125639056732	21.7430654123219
rs705681	SNP	rs705681	343	0.52	7402480	17.73	15.6	22.4	7325067	15.9845538435193	17.9403464893153	21.7726787428838
D1S548	STS	D1S548	777	0.67	7442839	17.73	15.6	22.4	7365332	16.0695198493073	18.0209105594864	21.8177826240569
D1S2666	STS	AFMA222ZE9	297	0.46	7454788	17.73	15.6	22.4	7377331	16.0943965504644	18.0469029618608	21.8313116433187
rs705693	SNP	rs705693	233	0.34	7462616	17.73	15.6	22.4	7385203	16.110693714801	18.0639310416823	21.8401747417187
rs12119558	SNP	rs12119558	251	0.44	7504737	17.73	15.6	22.4	7427324	16.2025669301759	18.1195477662113	21.8726396696012
D1S508	STS	AFMA128YE9	943	0.81	7607384	18.33	16.63	22.4	7529970	16.4431272347981	18.2777322718752	21.947873320862
rs707455	SNP	rs707455	204	0.48	7825311	18.5	16.63	22.96	7747898	16.8993499657591	18.6135616498267	22.1422454848596
