Markers_name	Type	Alias	Informative_meioses	Heterozygosity	Build37_map_physical_position	Sex.averaged_map_position	Female_map_position	Male_map_position	Build36_map_physical_position	Female_map_position_smoothed	Sex.averaged_map_position_smoothed	Male_map_position_smoothed
D21S369	STS	ABMC15	376	0.59	14756349	0	0	0	13678219	0	0	0
D21S1993	STS	D21S1993	603	0.47	15453806	1.23	3.37	0	14375437	3.92633052917039	2.58879627020010	1.33538403786435
rs2822436	SNP	rs2822436	245	0.36	15526090	2.51	4.98	0.66	14447961	4.31094035240655	2.83825528337257	1.46565662961405
D21S408	STS	ABMC53	300	0.51	15684707	2.51	4.98	0.66	14606577	5.12911617852864	3.37248410836033	1.74843758358063
D21S120	STS	D21S120	859	0.65	15762154	2.51	4.98	0.66	14684025	5.51569803650203	3.62657006799026	1.88494954923029
rs973470	SNP	rs973470	62	0.12	15833826	2.51	4.98	0.66	14755697	5.8669406712064	3.85114874363098	2.01038693284391
rs723856	SNP	rs723856	39	0.13	15849705	2.51	4.98	0.66	14771576	5.94382109348246	3.90197435954467	2.03805740742741
rs723855	SNP	rs723855	105	0.38	15849874	2.51	4.98	0.66	14771745	5.94463933086294	3.90251529594428	2.03835190394512
D21S236	STS	JA5B	347	0.69	15865840	2.51	4.98	0.66	14787701	6.0217910159529	3.95354377356693	2.06615698948194
rs990141	SNP	rs990141	183	0.47	16087804	4.33	7.14	2.08	15009675	7.05231389442773	4.643248521533	2.44889362006733
D21S1911	STS	AFM289YH9	659	0.54	16140736	4.33	7.14	2.08	15062606	7.28834476910732	4.80287006194914	2.53954339264146
rs926130	SNP	rs926130	299	0.51	16214917	4.33	7.14	2.44	15136788	7.61615895999095	5.02357643932259	2.66652019838486
rs909389	SNP	rs909389	288	0.52	16255960	4.76	7.61	2.44	15177831	7.79474242389431	5.14436141267702	2.73685012395843
rs2739526	SNP	rs2739526	351	0.48	16298857	4.76	7.61	2.44	15220728	7.97918578025754	5.26964179785972	2.81049008258754
rs2822987	SNP	rs2822987	236	0.47	16330894	5	8.08	2.46	15252765	8.11533795068044	5.36249527949542	2.86562545103623
rs1005526	SNP	TSC0082063	397	0.49	16466610	5.46	8.74	2.66	15388481	8.67906273905124	5.75071889732991	3.10093570592757
D21S1431	STS	ACT2E10	630	0.5	16472531	5.46	8.74	2.66	15394224	8.7031382086289	5.76745999015248	3.11128959820858
D21S1904	STS	AFMB356WG1	491	0.52	16510397	5.46	8.74	2.66	15432238	8.85638283924456	5.87427802777581	3.17763749544496
rs926166	SNP	TSC0242217	229	0.36	16516064	5.46	8.74	2.66	15437935	8.87914963622538	5.89020758967006	3.18759784764228
rs2014048	SNP	rs2014048	60	0.13	16522346	5.46	8.74	2.66	15444217	8.90438715495371	5.9078658758567	3.19863912742057
rs1014526	SNP	TSC0096185	235	0.4	16549778	5.46	8.74	2.66	15471649	9.01117816709162	5.9847523744624	3.24698980081071
D21S1234	STS	ABMC37B	249	0.69	16843908	6.37	11.15	2.66	15765778	10.1317436648888	6.78214105101252	3.7719483703572
D21S172	STS	1H9	397	0.74	16938493	6.37	11.15	2.66	15860274	10.4702927403229	7.02460297342005	3.93405090713074
rs366592	SNP	rs366592	300	0.44	17334568	6.86	11.15	2.93	16256439	11.6988762346562	7.8369123705399	4.46447986522591
rs444390	SNP	rs444390	259	0.44	17340801	6.86	11.15	2.93	16262672	11.7152505305765	7.8475095464994	4.47081683193935
D21S1432	STS	GATA11C12	643	0.69	17343446	6.93	11.15	3.47	16265317	11.7221990325353	7.85200650308737	4.47350595065539
D21S1410	STS	UT1313	368	0.35	17435896	6.93	11.15	3.68	16357749	11.947650415706	7.99664727586823	4.58113943779315
rs1319028	SNP	rs1319028	110	0.53	17530674	6.93	11.15	3.68	16452545	12.1540347384208	8.14817395246042	4.70544494830668
rs983530	SNP	rs983530	249	0.46	17577779	7.07	11.3	3.68	16499650	12.2634411501937	8.22211021796138	4.76913590130963
rs189457	SNP	rs189457	261	0.47	17664676	7.07	11.3	4.52	16586547	12.4587205803654	8.36303002881113	4.88243269324877
D21S1886	STS	AFMA136YA5	404	0.34	17729743	8.03	12.63	4.52	16651613	12.6234855522724	8.47956793912078	4.96700683412877
rs427761	SNP	TSC0169292	347	0.48	17743053	8.03	12.77	4.52	16664924	12.6575302939777	8.50222036132197	4.98531955043208
rs1449520	SNP	TSC0675776	307	0.46	17755450	8.03	12.77	4.52	16677321	12.6892397352189	8.52331893968621	5.00237610520383
rs1900938	SNP	rs1900938	233	0.43	17775056	8.49	13.57	4.52	16696927	12.7404874650076	8.55832867440534	5.03005164331571
rs2824056	SNP	rs2824056	267	0.46	18174029	8.49	13.57	4.52	17095900	13.8331389347522	9.33070342244003	5.56749942560182
D21S110	STS	P21-4U	237	0.37	18215515	8.92	13.57	4.99	17137385	13.9522728998139	9.41442110225148	5.61812415561397
rs418989	SNP	rs418989	140	0.26	18235434	8.92	13.57	5.12	17157305	14.0122223751843	9.45517999212146	5.64093756473072
rs390246	SNP	rs390246	208	0.33	18257801	8.92	13.57	5.12	17179672	14.0847510918655	9.50217954716313	5.66506050357629
rs1075036	SNP	rs1075036	129	0.38	18319788	8.94	14.2	5.12	17241659	14.2853765070694	9.63315850890617	5.72926970558604
rs172136	SNP	rs172136	97	0.24	18583626	9	14.43	5.12	17505497	15.3459337040423	10.2726150089002	5.95723508261855
rs1999288	SNP	rs1999288	204	0.48	18774306	9	14.43	5.12	17696177	16.5516281412609	10.9032098585048	6.05814472928606
rs12034	SNP	rs12034	268	0.51	18942223	10.12	16.32	5.12	17864094	17.5165013366591	11.4349141539764	6.13627048525831
rs728016	SNP	rs728016	230	0.36	19046679	11.32	18.45	5.23	17968550	18.1053920459260	11.7431810768297	6.17745452753412
rs2824447	SNP	rs2824447	244	0.43	19065456	11.32	18.45	5.23	17987327	18.2143664546715	11.8011452478552	6.18428287899637
D21S1256	STS	AFM284XE9	881	0.76	19322765	11.6	18.45	5.23	18244526	19.7226903340398	12.5970191324893	6.27245905759273
rs197523	SNP	TSC1261574	223	0.41	19337261	11.62	18.45	5.48	18259132	19.8111356604561	12.6433010668496	6.27736803536666
rs197548	SNP	TSC0753127	351	0.5	19357253	11.62	18.99	5.48	18279124	19.9327269726283	12.7070695179132	6.28364068680743
rs149785	SNP	TSC0569378	351	0.38	19381679	11.62	18.99	5.48	18303550	20.0809483281550	12.7849113346439	6.29116196131895
D21S1418	STS	ABMC65|D21S409	440	0.73	19539437	12.31	20.34	5.48	18461307	21.0380982044569	13.2831169361947	6.34473872822922
D21S364	STS	ABMC2	431	0.6	19583389	12.8	21.22	5.77	18505259	21.2987754360649	13.4250643763756	6.36095656372665
