Markers_name	Type	Alias	Informative_meioses	Heterozygosity	Build37_map_physical_position	Sex.averaged_map_position	Female_map_position	Male_map_position	Build36_map_physical_position	Female_map_position_smoothed	Sex.averaged_map_position_smoothed	Male_map_position_smoothed
rs11710259	SNP	rs11710259	193	0.32	163913	0	0	0	138913	0	0	0
rs1516337	SNP	rs1516337	196	0.36	191245	0	0	0	166245	0.0389226646377780	0.0309965228437995	0.0235031502427972
rs1516350	SNP	TSC0775849	243	0.48	194614	0	0	0	169614	0.0437203544213531	0.0348172196629404	0.0264001981415234
rs1516348	SNP	rs1516348	222	0.49	202034	0	0	0	177034	0.0542869493142374	0.0432320520755334	0.0327807548077591
rs1400185	SNP	rs1400185	233	0.43	215871	0	0	0	190871	0.0739917974992562	0.0589242402282355	0.0446793751030023
rs1850264	SNP	rs1850264	223	0.46	226067	0	0	0	201067	0.0941600882974889	0.0733112047054635	0.0707125169022266
rs1351865	SNP	rs1351865	282	0.51	678347	1.43	0	3.17	653347	0.271834312015962	0.93487681531663	2.23400782774794
D3S2387	STS	D3S2387	1070	0.89	1036272	1.84	0	4.19	1011272	0.318016659293324	1.71707397250321	4.01967017105235
D3S1539	STS	UT1360	692	0.86	1064376	1.84	0	4.19	1039371	0.323126930711631	1.7835030481115	4.16056009109883
rs950989	SNP	rs950989	110	0.45	1125383	1.84	0	4.19	1100383	0.33263239399503	1.91998001104938	4.47248693152373
rs902118	SNP	rs902118	224	0.51	1186687	1.84	0	4.19	1161687	0.343811823961889	2.07649156240109	4.7870823356554
rs1846466	SNP	rs1846466	146	0.26	1192829	2.31	0	5.16	1167829	0.345039508723107	2.09318679743781	4.81850551569533
rs1857700	SNP	rs1857700	102	0.19	1192988	2.31	0	5.16	1167988	0.345071290207483	2.09361899254866	4.81931897802459
rs3732517	SNP	rs3732517	279	0.44	1320271	2.31	0	5.16	1295271	0.372470331147275	2.39928128476752	5.47790966863233
rs1353825	SNP	TSC0488228	317	0.4	1338259	2.46	0	5.49	1313259	0.376710874711153	2.45235832845671	5.57234431775212
rs378906	SNP	rs378906	238	0.48	1347775	2.46	0	5.49	1322775	0.378954204294979	2.48043711140904	5.62230207409101
D3S1307	STS	AFM238WB12	1265	0.81	1349947	2.46	0	5.49	1324917	0.379466237907429	2.48684601394923	5.63370479022889
rs925196	SNP	TSC0240873	27	0.05	1357427	2.49	0	5.7	1332427	0.381229594915312	2.50891718844306	5.67297381265584
rs1551995	SNP	rs1551995	228	0.47	1400096	2.8	0	6.63	1375096	0.390116043407946	2.62791426743391	5.89906637933239
D3S1270	STS	AFM122XB6	720	0.72	1448272	3.02	0	6.66	1423260	0.400333669949	2.75163737804536	6.15915899464954
rs155883	SNP	SS464448	229	0.27	1461918	3.26	0	7.27	1436918	0.403807916422912	2.78362778490307	6.23464194081614
rs1499265	SNP	TSC0741556	277	0.43	1516088	3.33	0	7.27	1491088	0.417830707674475	2.93459373255667	6.53047409896456
D3S2426	STS	D3S2426	1004	0.72	1526611	3.33	0	7.27	1501610	0.420601619107101	2.96877933932444	6.58716999064034
rs1499260	SNP	TSC0741541	188	0.32	1538617	3.33	0.03	7.27	1513617	0.423763033405314	3.00778270289508	6.65185599990191
rs1384224	SNP	rs1384224	212	0.4	1671466	4.27	0.25	8.88	1646466	0.459066966860926	3.3820338022766	7.37441320706948
rs1384223	SNP	rs1384223	78	0.15	1671500	4.27	0.25	8.88	1646500	0.459077372464937	3.3821360009384	7.3746000388216
rs1384222	SNP	rs1384222	81	0.15	1671525	4.27	0.25	8.88	1646525	0.459085023644357	3.38221114701326	7.37473741510993
rs719222	SNP	rs719222	17	0.03	1885873	4.27	0.25	8.88	1860873	0.557021536444003	4.01896831042187	8.5582349278228
rs1387087	SNP	rs1387087	195	0.47	1902764	4.27	0.25	8.88	1877764	0.565794215508655	4.06962715812349	8.65146739776725
rs1488755	SNP	rs1488755	200	0.49	1939037	4.27	0.25	8.91	1914037	0.582878879489087	4.17851392142372	8.8512179979398
D3S1297	STS	D3S1297	457	0.82	2038447	4.27	0.25	8.91	2013402	0.621358422845749	4.47098496909861	9.38744075396982
rs1403635	SNP	rs1403635	160	0.32	2289798	4.27	0.25	8.91	2264798	0.875526739388323	5.25242719404164	10.7826867639857
D3S3525	STS	AFMA064WH9	803	0.81	2368113	5.16	0.25	10.64	2343095	1.04225548592918	5.60083711230253	11.3224009320053
rs968057	SNP	rs968057	220	0.49	2392644	5.16	0.51	10.64	2367644	1.08797468200373	5.7107501241526	11.4915014606688
