Markers_name	Type	Alias	Informative_meioses	Heterozygosity	Build37_map_physical_position	Sex.averaged_map_position	Female_map_position	Male_map_position	Build36_map_physical_position	Female_map_position_smoothed	Sex.averaged_map_position_smoothed	Male_map_position_smoothed
rs1972373	SNP	rs1972373	164	0.34	20445370	0	0	0	19515210	0	0	0
rs1952819	SNP	rs1952819	235	0.47	20524255	0.61	1.48	0	19594095	0.212414622464265	0.147119306789074	0.112775156432808
rs986364	SNP	rs986364	238	0.53	20644026	0.61	1.48	0	19713866	0.888586276664162	0.515376338894601	0.352420961097392
rs1958706	SNP	rs1958706	225	0.42	20655710	0.61	1.48	0	19725550	0.95747584947042	0.55601168999988	0.37994603081058
rs945462	SNP	rs945462	301	0.47	20690762	0.61	1.48	0	19760602	1.17360643846825	0.684563828353689	0.460741022307956
rs1959344	SNP	rs1959344	197	0.41	20694602	0.87	1.97	0	19764442	1.19756333507443	0.698843206565479	0.469539657050624
rs1057605	SNP	rs1057605	252	0.41	20755287	0.88	2.25	0	19825127	1.58113588382873	0.93405386719707	0.615526211493888
rs1713430	SNP	rs1713430	230	0.41	20815013	0.88	2.25	0	19884853	1.97078141895806	1.17824535054434	0.763832098940235
rs1760912	SNP	rs1760912	230	0.41	20823534	0.88	2.25	0	19893374	2.02688047366263	1.21347117837781	0.785016195564373
rs878157	SNP	rs878157	185	0.33	20825013	0.88	2.25	0	19894853	2.03661765262144	1.21958536677890	0.788693144151053
rs2700	SNP	WIAF-436	169	0.36	20825965	0.88	2.25	0	19895805	2.04288526206619	1.22352093632443	0.791059915655123
rs1713419	SNP	rs1713419	306	0.49	20834548	0.88	2.25	0	19904388	2.10041996528173	1.26067399782254	0.814558981776886
rs938886	SNP	TSC0358456	309	0.37	20837701	0.97	2.25	0	19907541	2.12158021078301	1.27436239408704	0.823243274892315
D14S261	STS	AFM238YD6	695	0.73	20840480	0.97	2.25	0	19910227	2.14023048742369	1.28642711125135	0.830897461561449
rs1713423	SNP	TSC0910879	271	0.51	20860073	0.97	2.25	0	19929913	2.27172198444452	1.37148792571709	0.88486236958892
rs945012	SNP	TSC0367953	367	0.49	20895646	0.97	2.25	0	19965486	2.51881088533281	1.53145792325182	0.983089223738986
rs3094	SNP	WIAF-1026	68	0.28	21168055	0.97	2.25	2.35	20237895	4.6021623122591	2.93003243175236	1.79482885683709
D14S1043	STS	AFM324TC9	98	0.58	21375529	4.91	7.83	2.35	20445352	6.35501636343115	4.18358738803986	2.52985896260050
D14S122	STS	UT1392	231	0.82	21377675	4.91	7.83	2.35	20447501	6.37430643253401	4.19798523173900	2.53820857004947
rs2771327	SNP	rs2771327	229	0.41	21434371	4.91	7.83	2.35	20504211	6.88887603499668	4.57831473163283	2.759138179338
D14S1023	STS	AFMB329WE5	930	0.75	21442084	4.91	7.83	2.35	20511740	6.96245019150678	4.63001716952058	2.78943829115924
rs1952517	SNP	rs1952517	167	0.4	21452992	4.91	7.83	2.35	20522832	7.06650139067858	4.70313660326615	2.83228979119114
rs4981345	SNP	rs4981345	260	0.41	21455973	4.91	7.83	2.35	20525813	7.09493709151569	4.72311909611503	2.84400049174074
rs1952524	SNP	rs1952524	124	0.32	21496021	4.91	7.83	2.35	20565861	7.47910865468108	4.99880061848287	2.99983805110016
D14S1070	STS	AFMA086WB5	828	0.79	21548295	5.27	8.21	2.72	20618091	7.9806003233234	5.36867712386336	3.19498654381714
rs1952512	SNP	rs1952512	33	0.09	21567489	5.27	8.24	2.72	20637329	8.16061622121708	5.50059242675881	3.2612280754309
D14S548	STS	UT1605	51	0.67	22020683	9.27	13.79	2.96	21090507	12.3062189834545	8.49359949853666	4.81899711114921
D14S1003	STS	AFM197YF8	825	0.64	22116345	9.27	13.79	5.25	21186184	12.9053459832190	8.90969967444152	5.16277948606897
rs1018344	SNP	TSC0221737	143	0.38	22191076	9.27	13.79	5.25	21260916	13.3312704153033	9.23140037712155	5.41659043804064
D14S742	STS	GATA74E02	843	0.74	22200975	9.27	13.79	5.25	21270815	13.3757526682389	9.26871076232087	5.44950748038664
D14S585	STS	GATA49B10	52	0.78	22201080	9.27	13.79	5.25	21270872	13.3762244973689	9.2691065185029	5.44985663580095
rs718433	SNP	rs718433	277	0.5	22235890	9.27	13.79	5.25	21305730	13.5326470880031	9.40030911561253	5.56560996887137
rs766737	SNP	TSC0072040	111	0.12	22236597	9.27	13.79	5.25	21306437	13.5358240708120	9.40297387390488	5.5679609486611
