Markers_name	Type	Alias	Informative_meioses	Heterozygosity	Build37_map_physical_position	Sex.averaged_map_position	Female_map_position	Male_map_position	Build36_map_physical_position	Female_map_position_smoothed	Sex.averaged_map_position_smoothed	Male_map_position_smoothed
rs341260	SNP	TSC0161410	327	0.37	90199	0	0	0	143199	0	0	0
rs10053797	SNP	rs10053797	127	0.21	117195	0	0.78	0	170195	0.0267775885329439	0.0313452283538954	0.0237507185289811
D5S2488	STS	D5S2488	731	0.73	127431	0	0.78	0	180389	0.0369307740501765	0.0432303134565208	0.0327562139676628
rs1108868	SNP	rs1108868	353	0.46	169763	0	0.78	0	222763	0.0730374062640413	0.109607965415216	0.121033284232946
D5S392	STS	AFM028XB12	854	0.9	302164	0.23	0.78	0.4	355139	0.146977296283820	0.417348877873864	0.696108506776544
rs413666	SNP	rs413666	268	0.48	673408	0.23	0.78	0.47	726408	0.437641379396713	1.41023399525219	2.35848387933147
D5S1981	STS	AFMA217ZH1	725	0.7	1154429	1.68	0.78	2.84	1207413	0.973643117666994	2.8163270432418	4.65695058649533
rs9418	SNP	rs9418	266	0.56	1225121	1.68	0.78	2.89	1278121	1.06479140071704	3.03558830057868	5.00780076772493
rs7447815	SNP	rs7447815	312	0.47	1240757	2.39	0.78	4.19	1293757	1.08524085512364	3.08369046951886	5.08807617749317
rs465498	SNP	rs465498	256	0.47	1325803	2.39	1.43	4.19	1378803	1.2004251373527	3.34379230862876	5.5103597659889
D5S2005	STS	AFMB002XC1	140	0.63	1342107	2.39	1.43	4.19	1395074	1.22368645724692	3.39488863517608	5.59120277350465
rs27070	SNP	rs27070	294	0.52	1346303	2.39	1.43	4.19	1399303	1.22967299418731	3.40803879379928	5.6120085426126
D5S678	STS	AFMA139YA9	127	0.62	1365748	2.39	1.43	4.19	1418729	1.25741565643849	3.46897893546468	5.70842612609786
rs1123391	SNP	rs1123391	258	0.48	1976478	4.07	1.96	7.06	2029478	2.25495713511772	5.4560309933217	8.7837383391627
rs1379917	SNP	rs1379917	105	0.43	2231570	6.21	2.84	11.06	2284570	2.78459841982973	6.34645710369955	10.1192604472320
rs931283	SNP	TSC0257128	331	0.54	2387550	6.21	2.84	11.06	2440550	3.10904538245601	6.96313075423409	11.0132719519322
D5S1970	STS	AFMA183WH5	77	0.48	2444996	7.84	4.51	11.06	2497804	3.24100848819514	7.19414104047786	11.3494344030770
rs1393237	SNP	rs1393237	83	0.16	2604630	7.84	4.81	11.06	2657630	3.65590142806701	7.83501073210452	12.3267806626269
rs1374568	SNP	rs1374568	163	0.34	2604660	7.84	4.81	11.06	2657660	3.65598675251413	7.83512125868516	12.3269612057659
rs1039160	SNP	rs1039160	145	0.32	2734972	9.03	4.81	14.13	2787972	3.85994526289212	8.31206458724507	12.9706183013685
rs923898	SNP	rs923898	207	0.48	2903307	9.03	4.81	14.13	2956307	4.13523517283482	8.75629328946585	13.6487503330944
rs457604	SNP	TSC1201352	121	0.52	3077970	9.03	4.81	14.13	3130970	4.5129812236918	9.30764235286786	14.3969126259460
rs160578	SNP	TSC0225292	409	0.44	3106944	9.03	4.81	14.13	3159944	4.57495260475538	9.40070107792504	14.5165481019314
D5S417	STS	AFM205WH8	1134	0.72	3121219	9.03	4.81	14.13	3174202	4.60548485659091	9.44654953862053	14.5754904785342
rs372169	SNP	rs372169	173	0.47	3181201	9.3	4.81	14.42	3234201	4.73763681496029	9.63131056452289	14.8301575800738
rs187530	SNP	TSC1634063	307	0.53	3186038	9.6	4.86	14.69	3239038	4.74836522297126	9.64606354654917	14.8508239250881
D5S1980	STS	AFMA217YH1	112	0.66	3396564	9.6	5.63	14.69	3449496	5.20440053437985	10.2508915157281	15.6591094456966
D5S2849	STS	GATA145D10	162	0.81	3424465	9.6	5.63	14.69	3477464	5.24602081602011	10.3116557473408	15.7546262229109
rs763716	SNP	rs763716	179	0.32	3529185	9.6	6.44	14.69	3582185	5.43398267219573	10.5765622381770	16.0886727583789
rs958909	SNP	rs958909	69	0.13	3529485	9.6	6.44	14.69	3582485	5.4346929873703	10.5771293070030	16.0895945666027
D5S1492	STS	GATA31H11	668	0.64	3712691	10.84	6.44	16.21	3765691	5.82537662070151	11.0343980197644	16.6760840812880
rs924674	SNP	rs924674	245	0.5	3741275	10.84	6.44	16.21	3794275	5.89264902725349	11.1033635622978	16.7715787184137
rs959643	SNP	rs959643	172	0.54	3777394	10.84	6.44	16.21	3830394	5.97727518472939	11.1895725367926	16.8923360480665
D5S405	STS	AFM154XA3	399	0.58	3941876	10.84	6.44	17.08	3994864	6.30481210903366	11.6260231234246	17.4105209749430
D5S675	STS	AFM336TC1	362	0.56	3945592	11.64	6.44	17.08	3998505	6.31551260208131	11.6350396019443	17.4218077666183
D5S593	STS	UT5058	166	0.6	4258521	11.84	7.17	17.08	4311521	7.16108352151217	12.574709736371	18.4606370640817
