Markers_name	Type	Alias	Informative_meioses	Heterozygosity	Build37_map_physical_position	Sex.averaged_map_position	Female_map_position	Male_map_position	Build36_map_physical_position	Female_map_position_smoothed	Sex.averaged_map_position_smoothed	Male_map_position_smoothed
rs1562203	SNP	rs1562203	220	0.44	22815729	0	0	0	20367093	0	0	0
rs930586	SNP	TSC0256188	137	0.27	22833118	0	0	0	20384559	0.0342005117374181	0.0289802669430029	0.0240532099104639
rs1544285	SNP	TSC0423943	281	0.43	22853997	0	0	0	20405438	0.0752651206606196	0.0637769196259035	0.0529339373657849
rs8042900	SNP	rs8042900	151	0.26	22892083	0	0	0	20443524	0.213094116598516	0.200812777737740	0.182925812498078
D15S1035	STS	AFM344TE5	152	0.98	22908578	0	0	0	20459961	0.286726780447843	0.276459111731075	0.2563515756833
rs2028794	SNP	TSC1092178	292	0.39	22919415	0	0	0	20470856	0.335132756228052	0.325912772069126	0.304406898571638
rs1109036	SNP	rs1109036	257	0.38	22933691	0	0	0	20485132	0.399174746088072	0.388835261839179	0.366037129680445
rs999842	SNP	rs999842	202	0.49	23000272	0.3	0	0.47	20551713	0.702672179636981	0.679544276487489	0.651543105774685
rs3693	SNP	rs3693	276	0.52	23004893	0.3	0	0.47	20556334	0.724118099455827	0.699502482350521	0.671205537052546
rs1687	SNP	rs1687	118	0.42	23220318	0.3	0	0.47	20771759	1.60123597304290	1.5738471236759	1.53416021625369
rs824198	SNP	rs824198	117	0.32	24014325	4.24	4.31	4.08	21565418	4.02483359862708	3.98414327877631	3.95918212460393
rs1033327	SNP	rs1033327	156	0.44	24046527	4.24	4.31	4.08	21597620	4.09763659768269	4.05708698085408	4.03389926129619
rs898368	SNP	rs898368	246	0.52	24175704	4.24	4.31	4.08	21726797	4.34881564097845	4.32185665144750	4.31229455099969
D15S646	STS	ATA10C01	72	0.56	24348953	4.48	4.31	4.62	21900043	4.55387034247152	4.63854003686136	4.64690694354892
rs1110961	SNP	rs1110961	209	0.49	24369643	4.48	4.31	4.62	21920736	4.55967187747191	4.67441168232874	4.6829910597256
rs1107273	SNP	rs1107273	150	0.34	24369747	4.48	4.31	4.62	21920840	4.55970033208799	4.67459077283782	4.68317182125926
rs1961475	SNP	rs1961475	187	0.43	24479179	4.48	4.31	4.62	22030272	4.5888153118063	4.80637092076753	4.85454798560045
rs1563101	SNP	TSC0453546	352	0.46	24972731	4.48	4.31	4.62	22523824	4.79174773308814	4.89920699936249	5.1830753732718
rs1463292	SNP	TSC0377122	176	0.41	25000905	4.48	4.31	4.62	22551998	4.80664547471281	4.90629757704531	5.20246485134905
D15S1021	STS	AFMB344WC5	767	0.63	25015809	4.48	4.31	4.62	22566898	4.81454780242558	4.91007446204139	5.21269253047362
rs975963	SNP	rs975963	176	0.41	25017195	4.48	4.31	4.62	22568288	4.81536576598271	4.91052634522777	5.21353005653194
rs736008	SNP	rs736008	277	0.5	25092266	4.48	4.65	4.62	22643359	4.85471054029364	4.94366614115775	5.26149329123238
rs2167926	SNP	TSC1202583	187	0.27	25093709	4.48	4.65	4.75	22644802	4.85528314883337	4.94462402968798	5.26251151154373
rs951651	SNP	rs951651	85	0.21	25127120	5.04	4.74	5.31	22678213	4.86769921909217	4.97300160636475	5.28680467776707
rs2047433	SNP	rs2047433	266	0.48	25128338	5.04	4.74	5.31	22679431	4.86807282449084	4.97461786472572	5.28775761893751
D15S128	STS	AFM273YF9	979	0.79	25130800	5.04	4.74	5.31	22681797	4.86882801044447	4.97788488285765	5.28968384320815
rs705	SNP	rs705	85	0.4	25219512	5.04	4.74	5.31	22770605	4.9047825489295	5.11697756969916	5.35968713803827
rs691	SNP	WIAF-4513	69	0.46	25364795	5.04	4.74	5.31	22915888	5.13718246387073	5.35638852905908	5.49571745267902
rs17068	SNP	WIAF-4595	107	0.41	25570817	5.04	4.74	5.31	23121910	5.70519141531808	5.76395783685959	5.70839379003609
D15S122	STS	AFM200WB4	158	0.85	25680003	5.04	4.74	5.31	23231089	6.03144029589532	6.04087081923725	5.83808599189236
D15S10	STS	21-Mar	108	0.42	25684914	5.04	4.74	5.31	23236006	6.05328779309049	6.05428828930466	5.84451181738539
rs780	SNP	rs780	50	0.27	25695039	5.04	4.74	5.31	23246132	6.09980522474313	6.08170946886003	5.85791423827468
