Markers_name	Type	Alias	Informative_meioses	Heterozygosity	Build37_map_physical_position	Sex.averaged_map_position	Female_map_position	Male_map_position	Build36_map_physical_position	Female_map_position_smoothed	Sex.averaged_map_position_smoothed	Male_map_position_smoothed
D7S2477	STS	AFMB035XB9	136	0.63	162221	0	0	0	257255	0	0	0
rs17879577	SNP	rs17879577	83	0.16	716146	1.94	0	3.99	682672	0.415395293256773	0.604046541793724	1.19026691871341
rs1127460	SNP	rs1127460	170	0.35	878767	1.94	0	3.99	845293	0.426286167403606	0.79178925353405	1.56830751801406
rs1881114	SNP	rs1881114	286	0.49	921344	1.94	0	3.99	887870	0.428962834308952	0.84203023994283	1.66729837815246
D7S2474	STS	AFMB017YH1	863	0.82	979879	1.94	0	3.99	946130	0.433319882857255	0.911762421847723	1.80335049667682
rs1057558	SNP	rs1057558	182	0.38	1062366	1.94	0	3.99	1028892	0.440439682628695	1.01159298282526	1.99537111840855
rs1133043	SNP	rs1133043	259	0.47	1133305	1.94	0	3.99	1099831	0.447087438254827	1.09894932712278	2.16075802619105
rs1543985	SNP	rs1543985	269	0.48	1213127	1.94	0	3.99	1179653	0.45709575488771	1.19900156162177	2.34670357636313
rs1275	SNP	WIAF-2189	101	0.47	1629188	2.49	0	5.5	1595714	0.563858532726725	1.72949076401055	3.31583969429909
rs1112898	SNP	rs1112898	78	0.21	1817997	3.01	0.65	5.5	1784523	0.641372060509342	1.97260837382864	3.7546153318434
rs951694	SNP	rs951694	7	0.01	2065126	3.01	0.65	5.5	2031652	0.766055574967207	2.31980905775458	4.32651199094326
rs4721575	SNP	rs4721575	257	0.51	2350515	3.01	0.65	5.5	2317041	0.944116041509428	2.71267264236195	4.97896735570155
rs2398661	SNP	TSC1617341	330	0.46	2393632	3.11	0.65	5.78	2360158	0.974519573452208	2.77580509653622	5.07845682957671
rs1548596	SNP	rs1548596	228	0.35	2412566	3.11	0.65	5.78	2379092	0.98798238003803	2.80326503163645	5.12240220007903
rs1362136	SNP	TSC0504910	267	0.41	2505567	3.11	0.65	5.78	2472093	1.05711722134552	2.95287818353115	5.33393760742347
D7S1532	STS	AFM185YH2	119	0.61	2524577	3.11	0.65	5.78	2491098	1.07183034407602	2.98261046815538	5.37693101150869
D7S616	STS	UT626	262	0.46	2901891	4.79	1.46	8.31	2868223	1.39964242685831	3.55927270317936	6.22197957510354
rs2040925	SNP	rs2040925	179	0.33	2951650	4.79	1.46	8.31	2918176	1.45262858831826	3.63811939631356	6.33235432172494
D7S2484	STS	AFMB286YC5	516	0.51	2985278	5.36	1.49	8.77	2951693	1.48662967778522	3.69176508666333	6.40683590354979
D7S2521	STS	AFMC027XB5	665	0.66	3097977	5.38	2.3	8.77	3064437	1.60213410262970	3.85938987502731	6.656199582446
D7S531	STS	AFM254YC9	140	0.76	3222279	5.82	2.3	9.33	3188787	1.73649074563995	4.06676708550216	6.9313048989576
D7S462	STS	292-293	377	0.62	3246836	5.83	2.3	9.34	3213344	1.76424827600401	4.10715974388623	6.98583347250711
D7S2424	STS	AFMA136ZH1	555	0.68	3837036	5.83	2.3	9.34	3803536	2.49760888278053	5.13595293023461	8.36842785789615
rs1044701	SNP	rs1044701	295	0.47	4305834	6.3	2.3	10.76	4272360	3.25559047988495	6.09404315413291	9.57611740321545
rs1079549	SNP	TSC0103077	256	0.29	4377723	6.3	2.3	10.76	4344249	3.41279837715233	6.25136470244906	9.72253281722587
rs2057891	SNP	TSC1087325	301	0.51	4399050	6.3	2.3	10.76	4365576	3.46025873960957	6.29722215249397	9.77020027203523
D7S472	STS	MFD172	553	0.61	4440064	6.97	2.91	10.76	4406527	3.5500962064088	6.38299776168024	9.85656001575327
