Markers_name	Type	Alias	Informative_meioses	Heterozygosity	Build37_map_physical_position	Sex.averaged_map_position	Female_map_position	Male_map_position	Build36_map_physical_position	Female_map_position_smoothed	Sex.averaged_map_position_smoothed	Male_map_position_smoothed
D17S34	STS	D17S34	685	0.83	65007	0	0	0	65007	0	0	0
D17S643	STS	UT18	58	0.89	82591	0	0	5.93	82591	0.0355120320047344	0.0297659114106581	0.0245668508775432
rs17879541	SNP	rs17879541	265	0.41	148587	4.77	3.55	5.93	148587	0.194575022749313	0.25707989660688	0.256456823943179
rs759974	SNP	TSC0108500	396	0.49	400959	4.77	3.55	5.93	347709	0.846601890724959	1.61098565842365	1.81684514266017
D17S849	STS	AFM234WG3	350	0.7	432538	4.77	3.55	5.93	379286	0.91653798644235	1.76957429092440	2.01483259826554
rs741677	SNP	rs741677	227	0.43	463843	4.77	3.55	5.93	410593	0.98863963540728	1.92643620639202	2.21110547592755
D17S1308	STS	GTAT1A05	143	0.63	623167	4.77	3.55	5.93	569917	1.30930384579201	2.70691770807389	3.21578014332901
D17S926	STS	AFM207XA11	922	0.8	630299	4.77	3.55	5.93	576982	1.32151931404784	2.74033889109955	3.26117721095848
rs1045491	SNP	rs1045491	192	0.41	647988	4.77	3.55	5.93	594738	1.35181648426338	2.82323111018827	3.37377237771364
rs7813	SNP	rs7813	246	0.48	648186	4.77	3.55	5.93	594936	1.35215561251838	2.82415895570693	3.37503270011838
rs910925	SNP	TSC0192771	245	0.53	649547	4.77	3.55	5.93	596297	1.35448669107926	2.83053672212559	3.38369582533483
rs910924	SNP	rs910924	192	0.41	655920	4.77	3.55	5.93	602670	1.36540216769092	2.86040116399638	3.42426165707945
rs941658	SNP	TSC0362971	205	0.22	664166	4.77	3.55	5.93	610916	1.37887002003239	2.89844653202467	3.47647872532357
rs592294	SNP	rs592294	323	0.51	700998	4.77	3.55	5.93	647748	1.43787111086806	3.06733166229196	3.7092368438016
D17S695	STS	UT269	1124	0.86	746152	4.77	3.55	5.93	692883	1.50693042524607	3.27063499752059	3.99362036961349
D17S2008	STS	D17S2008	48	0.36	799725	5.45	3.55	7.28	746475	1.58474263254817	3.50674385922314	4.33492507463233
rs7218427	SNP	rs7218427	257	0.46	931002	5.45	3.55	7.28	877752	1.74523056349492	4.06056266673092	5.17526447014507
rs1807333	SNP	rs1807333	153	0.44	948571	5.45	3.55	7.28	895321	1.75967668018897	4.13140331011228	5.28633599979685
rs734894	SNP	rs734894	307	0.47	948954	5.95	3.55	8.33	895704	1.75999160207945	4.13294761920301	5.28875733259078
D17S1840	STS	AFMB055XE1	159	0.9	960440	5.95	3.55	8.33	907068	1.76943596979235	4.17926076337048	5.36137202833786
rs11655229	SNP	rs11655229	145	0.37	971097	5.95	3.55	8.33	917847	1.77819869195118	4.22223126462355	5.42874577137952
D17S596	STS	UT137	538	0.49	1009623	6.86	3.55	10.42	956254	1.79636426401445	4.37483214592038	5.67006274463142
D17S1529	STS	AFM022XB6	826	0.81	1049369	6.86	3.55	10.42	996109	1.80823734911697	4.53014331110227	5.92103307046358
rs1083	SNP	WIAF-1540	48	0.16	1325297	6.86	3.7	10.42	1272047	1.85589145509862	5.49821808466343	7.67579795661008
D17S2181	STS	D17S2181	624	0.69	1540534	8.38	3.7	13.39	1487283	1.88682371850947	6.15369178781373	9.09116362247787
rs1075485	SNP	TSC0017475	249	0.43	1619248	8.4	3.7	13.4	1565998	1.8993050029552	6.36635362086563	9.62897932732471
rs1310	SNP	WIAF-2225	53	0.25	1641715	8.4	3.7	13.4	1588465	1.90305114435145	6.42546334338197	9.7856946311209
rs736060	SNP	TSC0029550	283	0.43	1656215	8.4	3.7	13.4	1602965	1.90555274550643	6.46327302308582	9.88677615036571
rs11062	SNP	rs11062	229	0.47	1683012	8.45	3.7	13.56	1629762	1.91017602990772	6.53315286604358	10.0735855018130
D17S1528	STS	AFMA345ZG1	145	0.86	2024793	9.77	3.7	16.11	1971526	1.96820017007407	7.43809732564149	12.0851646211997
rs216219	SNP	rs216219	262	0.47	2147291	9.77	3.7	16.11	2094041	1.98655894404256	7.72380137579854	12.6239740437085
rs216223	SNP	rs216223	262	0.47	2155948	9.77	3.7	16.11	2102698	1.98776220978619	7.74232493780824	12.6585809654818
rs1984749	SNP	rs1984749	194	0.47	2249904	9.77	3.7	16.11	2196654	2.00380515635327	7.94423971181283	13.0282361777652
rs2252910	SNP	rs2252910	130	0.26	2278644	9.77	3.7	16.11	2225394	2.00882219832968	8.00939419503337	13.1395390698526
rs1381247	SNP	rs1381247	217	0.4	2302387	9.77	3.7	16.11	2249137	2.01379177418253	8.06747088936517	13.2322410063629
rs4613098	SNP	rs4613098	235	0.37	2318550	9.77	3.7	16.11	2265300	2.01717480305461	8.10700648345543	13.2953476651598
D17S1798	STS	AFMA202XF5	67	0.33	2558384	9.91	3.76	16.49	2505057	2.11355638744259	8.71206476966745	14.2681223634631
rs1003399	SNP	TSC0078180	246	0.5	2598639	10.39	4.09	17.21	2545389	2.13905472060585	8.80150499753853	14.4158893946521
D17S1845	STS	AFMB307ZG5	917	0.81	2704868	10.39	4.09	17.21	2651617	2.21487788005525	9.0511551716295	14.8110664223988
rs1825935	SNP	rs1825935	45	0.07	3237858	12.56	4.12	20.17	3184608	2.75009610405075	10.4469960910596	17.2058653176155
rs405923	SNP	rs405923	308	0.54	3238641	12.56	5	20.17	3185391	2.75106015619245	10.4489639588150	17.2089331026251
rs1068692	SNP	rs1068692	294	0.52	3270284	12.56	5	20.17	3217034	2.79081497611404	10.5281274094318	17.3257186449302
D17S1152	STS	UT785	51	0.62	3302422	12.89	5	20.77	3249171	2.83153697396977	10.6083877864506	17.4419470561596
rs395357	SNP	rs395357	276	0.53	3436080	12.89	5	20.77	3382830	3.01233490357563	10.9403980561692	17.9312006898574
D17S829	STS	AFM023TG5	112	0.7	3545269	12.89	5	20.77	3492018	3.16912725122355	11.2125765929307	18.315160626728
rs222775	SNP	rs222775	237	0.55	3585777	13.32	5	21.75	3532526	3.22799335507454	11.3128844958018	18.4557076494486
rs1367950	SNP	rs1367950	150	0.55	3618298	13.32	5	21.75	3565047	3.27542478690377	11.3930841412779	18.5673265717436
rs1178562	SNP	rs1178562	158	0.3	3649572	13.32	5	22.45	3596321	3.32116842130864	11.4691795990936	18.6722415045174
rs1178563	SNP	rs1178563	207	0.41	3653959	13.32	5	22.45	3600708	3.32758969265307	11.4798184251204	18.6868748069498
D17S1298	STS	GAAT2C03	790	0.59	3666550	13.32	5	22.45	3613277	3.34601919515997	11.5103526075921	18.7288734189687
rs966004	SNP	rs966004	99	0.3	3669627	13.32	5	22.45	3616376	3.35052301369811	11.5178145787989	18.7391370778665
D17S919	STS	UT1985	785	0.72	3688738	13.32	5	22.45	3635469	3.37877515585964	11.5646489609635	18.8041871403655
rs2891	SNP	WIAF-821	131	0.51	3705526	13.32	5.01	22.45	3652275	3.40380185802547	11.6061556405094	18.8623040459537
rs1558294	SNP	rs1558294	185	0.38	3763574	13.81	5.66	22.45	3710323	3.49016049471143	11.7498355342504	19.0632338383949
D17S1828	STS	AFMB013ZB1	488	0.83	3810467	13.81	5.66	22.45	3757107	3.56065961535187	11.8627526569718	19.2159708239182
rs781852	SNP	rs781852	154	0.42	3953102	13.81	5.66	22.49	3899851	3.77855347584392	12.2051288403343	19.6856719180691
D17S1584	STS	AFMA061ZA9|D17S1876	140	0.77	4345252	14.61	5.66	22.49	4291769	4.41409686250201	13.0405148015495	20.7633070728879
rs884250	SNP	TSC0024320	124	0.24	4351640	14.61	6.71	22.49	4298389	4.42388862413776	13.0533113383645	20.7758082207270
rs333134	SNP	TSC0560222	143	0.26	4379578	14.61	6.71	22.86	4326327	4.46671554155785	13.1092668738117	20.8304976238170
rs724809	SNP	rs724809	244	0.47	4411829	15.54	6.71	24.7	4358578	4.51754310182606	13.1681974806320	20.9021514638683
D17S675	STS	UT222	41	0.46	4513836	15.54	6.71	24.7	4460378	4.67971951688843	13.3532923738811	21.1251046997921
rs4790702	SNP	rs4790702	284	0.44	4665454	15.54	6.71	24.71	4612203	4.94586689927694	13.6358044018395	21.4139168708875
rs3031	SNP	WIAF-963	60	0.42	5113423	16.53	7.65	25.99	5054147	5.76489642635206	14.5737739403419	22.4565103032413
D17S1854	STS	AFMB346YC5	527	0.55	5665402	16.53	7.65	26.11	5606065	7.1489198484966	15.9022990787380	24.1783887574205
D17S595	STS	UT136	526	0.51	5926769	18.6	10.06	27.98	5867439	8.08740051826127	16.7184068432917	24.8477949392434
D17S1832	STS	AFMB022WF9	146	0.8	5972677	18.6	10.06	27.98	5913298	8.2466112029424	16.8670186336650	24.9743854586569
D17S678	STS	UT225	933	0.86	6030652	18.96	10.06	28.55	5971375	8.44524833014228	17.0504959976237	25.1339979722407
rs1319344	SNP	rs1319344	216	0.5	6172696	18.96	10.06	28.55	6113420	8.91942004661517	17.4797467504062	25.5157236561284
D17S938	STS	AFM263WH5	698	0.79	6249300	19.66	10.99	29.02	6189991	9.17307112789334	17.7053317558249	25.7148969953485
D17S796	STS	AFM177XH6	164	0.93	6251594	19.66	10.99	29.02	6192245	9.18077672830124	17.7122867532347	25.7209378841667
rs1588751	SNP	rs1588751	89	0.26	6270616	19.95	11.45	29.02	6211340	9.2449843546293	17.7696750646551	25.7706906386626
rs956101	SNP	rs956101	171	0.44	6286526	19.95	11.45	29.02	6227250	9.29984708623885	17.8166239203029	25.8110462730304
D17S1149	STS	UT5265	50	0.6	6315355	19.95	11.45	29.02	6256053	9.39925863178075	17.9016954828089	25.8841708854245
GATA158H04	STS	GATA158H04	921	0.71	6333071	19.95	11.45	29.02	6273794	9.46392599766293	17.9551718235542	25.9292297670505
rs7212734	SNP	rs7212734	322	0.47	6340460	19.95	11.45	29.02	6281184	9.49160432919878	17.9777125295434	25.948047127139
rs2280111	SNP	rs2280111	162	0.25	6349977	19.95	11.45	29.02	6290701	9.52725390034869	18.0067448612390	25.9722838054394
rs2280112	SNP	rs2280112	339	0.45	6365791	19.95	11.45	29.02	6306515	9.58649129849565	18.0549866699430	26.0125568779038
rs2009	SNP	WIAF-1598	71	0.55	6481776	19.95	11.45	29.02	6422500	10.0346096858131	18.4298407549004	26.3187832380921
rs1443417	SNP	rs1443417	233	0.51	6493198	19.95	11.45	29.02	6433922	10.0797981118782	18.4702496522059	26.3498700207961
D17S1881	STS	AFMA090XE5	921	0.79	6527835	19.95	11.45	29.02	6468415	10.2170898786417	18.5936640626185	26.4442461639107
D17S516	STS	D17S516	375	0.57	6653622	20.93	12.95	29.51	6594310	10.7179843935121	19.0259263995475	26.7863077543869
D17S906	STS	UT751	189	0.81	6696333	20.93	12.95	29.51	6637027	10.8870194529324	19.1729272561736	26.9008301333416
rs1848550	SNP	rs1848550	254	0.47	6745641	20.93	12.95	29.51	6686365	11.0834971260607	19.3379632404315	27.0319709015804
D17S578	STS	MFD152	644	0.6	6824007	21.75	13.51	30.42	6764603	11.3742277969844	19.5983560225913	27.2352830555216
rs1696	SNP	rs1696	13	0.08	6844414	21.75	13.51	30.67	6785138	11.4467959859002	19.6654758795603	27.2862282686919
rs222850	SNP	rs222850	227	0.47	7137950	22	13.51	30.92	7078674	12.3825814174443	20.4767436993613	27.9301216902332
rs4562	SNP	rs4562	210	0.45	7163739	22	13.51	30.92	7104463	12.4458787889404	20.5449552715767	27.9871521101248
D17S960	STS	AFMA120XD5	678	0.63	7257773	22.9	14.99	31.19	7198252	12.6707854413781	20.7603230280644	28.1771374535583
rs17882626	SNP	rs17882626	203	0.36	7306727	22.97	14.99	31.73	7247451	12.8021262268350	20.8594520491110	28.2657499559721
rs4151122	SNP	rs4151122	233	0.5	7342682	23.27	15.33	31.73	7283406	12.8933026135472	20.9418549714628	28.3383127634959
rs9217	SNP	rs9217	291	0.53	7363088	23.27	15.33	31.73	7303812	12.9389576513476	20.9880082827724	28.3792800498635
rs858526	SNP	rs858526	249	0.44	7499382	23.27	15.33	31.73	7440107	13.2323287480079	21.2585584694364	28.6127601581803
D17S1353	STS	AFM070XG5	156	0.93	7617423	23.27	15.33	31.73	7558137	13.4595660819382	21.4703538712208	28.7923921160507
D17S720	STS	UT39	1018	0.85	7696720	23.27	15.33	31.73	7637335	13.5850158013275	21.5665802817606	28.8755890073708
rs1565816	SNP	TSC0457749	245	0.41	7767488	23.27	15.5	31.73	7708213	13.6747910052611	21.6353585224504	28.9398436952681
D17S1796	STS	AFMA183YE1	116	0.66	7787271	23.27	15.5	31.73	7727887	13.6969427529143	21.6537342634968	28.9553204940238
rs2816	SNP	WIAF-4585	120	0.45	7923564	23.27	15.5	31.73	7864289	13.8670574597919	21.7797716662938	29.0560258029981
D17S1812	STS	AFMA298WA9	106	0.74	8261841	23.27	15.5	31.73	8202565	14.4584602580293	22.1790037851078	29.2666564368105
rs1391766	SNP	rs1391766	278	0.53	8359503	24.37	16.77	32.53	8300228	14.7581090719444	22.3446220489071	29.3275690773835
D17S647	STS	UT184	65	0.55	8405767	24.37	16.77	32.53	8346307	14.9058435489388	22.4233222782962	29.3642631181858
rs422173	SNP	rs422173	278	0.53	8473182	24.37	16.77	32.53	8413907	15.1255344596952	22.5561494112647	29.4458186919717
D17S1805	STS	AFMA223YB1	788	0.62	8576797	24.37	16.77	32.53	8517489	15.477518220826	22.7975878824098	29.6381477658062
rs1465650	SNP	rs1465650	69	0.16	8583818	24.56	16.77	32.81	8524543	15.5019605381892	22.8147196787627	29.6520699923854
rs1812637	SNP	rs1812637	233	0.47	8610591	24.56	16.77	32.81	8551316	15.5991616690624	22.8837976292678	29.7072979315144
D17S1844	STS	AFMB304XD5	1111	0.85	8617422	24.56	16.77	32.81	8558146	15.6240602219543	22.9015146433077	29.7214416071423
rs1529606	SNP	TSC0400510	246	0.37	8622190	25.04	18.14	32.81	8562915	15.6414392733654	22.91388102055	29.7313138140512
rs2043155	SNP	TSC1060579	203	0.36	8632036	25.04	18.14	32.81	8572761	15.6773273061240	22.9394177970449	29.7517000869589
rs1004803	SNP	TSC0080811	212	0.34	8646677	25.04	18.14	32.81	8587402	15.7294244098204	22.9782719004898	29.7826242984109
D17S786	STS	AFM051XD10	1350	0.77	8811780	25.53	18.14	33.4	8752433	16.3616110903029	23.4546328969799	30.1344007026799
D17S1858	STS	AFMB362YG1	138	0.76	8868113	25.53	18.16	33.4	8808753	16.6117410992156	23.6368478525230	30.2580808578241
rs1473664	SNP	rs1473664	202	0.36	8928411	25.53	19.37	33.4	8869136	16.868612183123	23.8433832962406	30.4203542961448
rs1997095	SNP	rs1997095	220	0.52	8974522	26.13	19.45	33.4	8915247	17.0814514220378	24.0109338567883	30.5495417306966
rs869019	SNP	rs869019	254	0.52	8984902	26.13	19.45	33.4	8925627	17.1315420858933	24.0483928497418	30.5822374333734
rs726598	SNP	rs726598	286	0.53	9059488	26.13	19.45	33.4	9000213	17.5031101840298	24.3294085092198	30.8241673864867
D17S952	STS	AFM302WH9	887	0.65	9113669	26.48	19.83	33.59	9054374	17.7865258124351	24.5420623743432	30.9966078711399
D17S1791	STS	AFMA134XH5	1112	0.87	9156457	26.81	20.18	33.79	9097149	18.0157765113892	24.7277521168014	31.1606986376055
