Markers_name	Type	Alias	Informative_meioses	Heterozygosity	Build37_map_physical_position	Sex.averaged_map_position	Female_map_position	Male_map_position	Build36_map_physical_position	Female_map_position_smoothed	Sex.averaged_map_position_smoothed	Male_map_position_smoothed
rs1986818	SNP	rs1986818	240	0.52	188969	0	0	0	133969	0	0	0
rs1418708	SNP	rs1418708	124	0.24	205610	0	0	0	150610	0.0241957046839584	0.0189288390467542	0.0140056750486652
rs1418707	SNP	rs1418707	58	0.22	205800	0.39	0	0	150800	0.0244719611523168	0.0191449606391395	0.014165586007096
rs1418706	SNP	rs1418706	107	0.3	205878	0.39	0	0	150878	0.0245853717024849	0.0192336842402239	0.0142312336637149
rs727056	SNP	rs727056	222	0.47	225044	0.39	0	1.08	170044	0.0524523794527851	0.0410346655015718	0.0303620411862627
rs950286	SNP	rs950286	56	0.14	429457	0.76	0	1.25	374457	0.267883490957844	0.754476791403983	1.23116992850416
rs11242914	SNP	rs11242914	234	0.43	485586	0.76	0	1.25	430586	0.322352629011327	0.958235609662705	1.59779942028748
rs2277096	SNP	rs2277096	345	0.52	564515	0.76	0	2.25	509515	0.403632990482909	1.25628970758240	2.09989423000734
rs3799311	SNP	rs3799311	185	0.31	594407	2.51	1.67	2.25	539407	0.431454582077749	1.35885395915977	2.29752675228631
D6S942	STS	UT6540	572	0.58	820498	2.51	1.67	2.25	765304	0.647177803098894	2.18004594231577	3.73680473152829
rs1987326	SNP	TSC0264983	196	0.33	830990	2.51	1.67	2.25	775990	0.656621213454951	2.21892701201124	3.80288194855718
rs1932637	SNP	TSC0996390	15	0.02	856224	2.54	1.67	2.83	801224	0.679333281404315	2.31243872690786	3.96180231593302
rs1572438	SNP	TSC0468450	334	0.48	858970	2.9	1.67	3.4	803970	0.681804841148666	2.32261480557577	3.9790962577898
D6S1600	STS	AFMA350ZC9	540	0.8	885838	2.92	1.67	4.29	830837	0.710400815001465	2.41566687184975	4.14588274703455
rs1055368	SNP	rs1055368	247	0.44	907550	2.92	1.67	4.29	852550	0.736441281831574	2.48653370741920	4.27905184295583
rs707774	SNP	rs707774	178	0.31	1000604	2.92	1.67	4.29	945604	0.831352166139508	2.82949845424369	4.85632460880073
rs238027	SNP	rs238027	232	0.39	1202178	3.25	1.67	4.29	1147178	1.01974192920842	3.51787543497312	6.07550170734673
rs238028	SNP	rs238028	231	0.39	1203103	3.25	1.67	4.29	1148103	1.02059004331744	3.52108670555583	6.080870882855
rs184702	SNP	rs184702	315	0.51	1220714	3.25	1.67	4.29	1165714	1.03673721907304	3.58222582580676	6.18309418001851
rs723137	SNP	rs723137	67	0.13	1471646	5.56	1.73	8.88	1416645	1.25899059461663	4.44078063536478	7.66993691940993
rs723138	SNP	rs723138	159	0.36	1471717	5.56	2.02	8.88	1416716	1.25905161054325	4.44102053675346	7.6703531113573
D6S967	STS	UT7184	58	0.5	1483579	5.71	2.02	9.75	1428322	1.26924556718344	4.48110096312687	7.73988647585932
D6S1287	STS	D6S1287	95	0.28	1573479	5.97	2.02	9.8	1518478	1.34438038338024	4.78054496725042	8.26500746610924
D6S344	STS	AFM092XB7	714	0.77	1600706	5.97	2.02	9.8	1545668	1.36579844244665	4.87085799923502	8.42188943053493
rs1649	SNP	WIAF-3613	46	0.16	1645573	5.97	2.02	9.8	1590572	1.40515469895435	5.02057834312583	8.6794368190253
rs1013303	SNP	rs1013303	347	0.54	1749928	5.97	2.02	9.8	1694927	1.49766263280713	5.36409954292632	9.2649697065152
rs722585	SNP	rs722585	201	0.41	1775863	5.97	2.02	9.8	1720862	1.51740188469621	5.44837433074168	9.41065521950158
rs1157673	SNP	rs1157673	221	0.41	1824441	6.42	2.02	10.67	1769440	1.55758901197250	5.60559660447293	9.68853552191943
rs1157675	SNP	rs1157675	277	0.5	1824835	6.43	2.02	10.67	1769834	1.55794352198996	5.6068661823407	9.69083376708694
rs1028714	SNP	rs1028714	257	0.35	1833041	6.43	2.02	10.67	1778040	1.56532704788662	5.63330820260201	9.73870026415438
rs1802	SNP	WIAF-3766	94	0.44	2073379	6.43	2.02	10.67	2018378	1.76409347477259	6.39601874733865	11.0785615816540
rs234915	SNP	rs234915	235	0.4	2209577	6.43	2.02	10.67	2154576	1.87401960545767	6.81812925199449	11.8269821756635
rs1077904	SNP	rs1077904	65	0.14	2685306	7.42	2.02	12.26	2630305	2.13164551574029	8.21813136372312	14.3738308543284
rs318487	SNP	rs318487	58	0.45	2891016	7.42	2.02	12.26	2836015	2.15624705786738	8.76827569719253	15.4190471742867
rs318491	SNP	rs318491	223	0.58	2898596	7.67	2.02	14.79	2843595	2.15709321746428	8.78747614374771	15.4563499672552
rs1408457	SNP	rs1408457	108	0.32	4030913	12.92	2.02	21.07	3975912	3.70942488185658	11.9115308345531	20.3722462010197
rs723796	SNP	rs723796	50	0.13	4031148	12.92	2.13	21.07	3976147	3.70992033414776	11.9122116612194	20.3731651270077
rs1414102	SNP	rs1414102	131	0.3	4097315	12.92	3.39	21.07	4042314	3.86271469864002	12.0943398389706	20.6108843379909
rs2025267	SNP	TSC1072067	170	0.38	4158522	12.92	5.07	21.07	4103521	4.00007352783635	12.2549539337114	20.8318158532341
D6S1617	STS	AFM205XH4	652	0.83	4212642	12.99	5.07	21.72	4157634	4.12014589503896	12.4009544741809	21.0253334914921
rs1327995	SNP	TSC0813524	356	0.49	4276948	12.99	5.07	21.72	4221947	4.27568206121522	12.5722514346969	21.2540398543506
rs1887574	SNP	TSC0906809	365	0.46	4317398	12.99	5.07	21.72	4262397	4.36865473188361	12.6897800916968	21.4071249075397
D6S1713	STS	AFMA074ZD1	729	0.92	4340262	13.32	5.59	21.72	4285213	4.4207643894086	12.7569628469921	21.4943581224880
rs1265207	SNP	TSC0908540	395	0.45	4349814	13.32	5.59	21.72	4294813	4.44280430473739	12.7825888577215	21.5283347457241
rs953323	SNP	rs953323	222	0.54	4436299	13.32	5.59	21.72	4381298	4.64720376336989	13.0039508970154	21.8146015028600
rs1112267	SNP	rs1112267	40	0.08	4928387	13.41	5.63	21.79	4873386	5.90745497744143	14.3592211822452	23.5110495047217
rs11243007	SNP	rs11243007	156	0.33	5379058	15.88	8.19	24.29	5324057	7.1801912141607	15.4766421730390	24.7401506435873
rs963605	SNP	rs963605	149	0.27	5385285	15.88	8.19	24.29	5330284	7.19745827706797	15.4916192177754	24.7560069382265
rs1895646	SNP	rs1895646	185	0.34	5389729	15.88	8.19	24.29	5334728	7.20978119782595	15.5023078297570	24.7673230412259
rs2018284	SNP	rs2018284	206	0.49	5611082	15.88	8.19	24.29	5556081	7.8351030529846	16.0322285517982	25.2814560179833
D6S1685	STS	AFM088YH3	498	0.48	5810819	17.01	8.92	25.72	5755814	8.30836660322821	16.5493337646655	25.7895081140031
D6S1574	STS	AFMA230XA9	1165	0.87	6012138	17.01	8.92	25.72	5957131	8.83544266196585	17.0579947980181	26.3145311396062
D6S1591	STS	AFMA304YB9	935	0.77	6020443	17.01	8.92	25.72	5965378	8.86037239836921	17.0778916507561	26.3351060064
D6S477	STS	GATA3H05	175	0.86	6140519	17.01	8.92	25.72	6085518	9.19082517600139	17.3470623469108	26.5888182503930
D6S1677	STS	AFM326YB9	741	0.71	6484282	18.12	9.84	27.09	6429272	10.0111962507698	18.1537171484930	27.4164360642561
rs554653	SNP	rs554653	251	0.49	6547487	18.14	10.21	27.09	6492486	10.1688072015234	18.3148531831547	27.5836988497803
D6S1668	STS	AFMC026YF5	156	0.86	6648133	18.14	10.21	27.09	6592882	10.3947530676414	18.5723879448935	27.8445917387863
rs943612	SNP	TSC0365722	142	0.18	6921125	20.26	12.17	29.02	6866124	11.0441694662341	19.2896076469222	28.5877235332018
rs1886883	SNP	rs1886883	146	0.4	6959106	20.26	12.17	29.02	6904105	11.1427441051394	19.3921635857385	28.6960417375033
rs730551	SNP	TSC0017793	425	0.51	6971753	20.26	12.17	29.02	6916752	11.1740200427922	19.4254177895755	28.7328769396664
rs1892512	SNP	TSC0918254	203	0.45	6978633	20.26	12.17	29.06	6923632	11.1910342320111	19.4435081606041	28.7529153828452
D6S1598	STS	AFMA341YB1	405	0.59	6994086	20.26	12.17	29.06	6939046	11.2292493869529	19.4841405012298	28.7979232407582
rs942492	SNP	TSC0364233	314	0.55	7390967	20.26	12.17	29.06	7335966	12.0136225131283	20.3641573066943	29.7036720554251
D6S1640	STS	AFMB319WA5	429	0.86	7409390	20.26	12.17	29.06	7354320	12.0605096858021	20.4044317062944	29.7429408195064
D6S1547	STS	AFMA132YF5	595	0.69	7514076	20.85	12.7	29.39	7459074	12.2846320458099	20.6182610341231	29.9674628160756
rs2076303	SNP	rs2076303	275	0.47	7572026	20.85	12.7	29.85	7517025	12.3932370051496	20.7427313530795	30.0929672379049
rs2259208	SNP	rs2259208	213	0.45	7574805	20.85	12.7	29.85	7519804	12.3995385336598	20.7487396738574	30.0996115590215
rs910552	SNP	rs910552	142	0.33	8001278	22.2	13.96	30.82	7946277	13.3046480388268	21.6649675152803	31.0343764132144
rs910553	SNP	rs910553	204	0.46	8001337	22.28	14.3	30.82	7946336	13.3047718158141	21.6651095571101	31.0345029347653
D6S1674	STS	AFM296ZB1	547	0.8	8047353	22.28	14.3	30.82	7992244	13.4024120955570	21.751677000397	31.1321133432594
D6S309	STS	AFM265ZH9	513	0.87	8224998	22.28	14.3	30.82	8169920	13.7860209387301	22.1404829150746	31.5073839769605
rs6935430	SNP	rs6935430	251	0.41	8420464	22.97	14.78	31.85	8365463	14.1592362054947	22.5471945612953	31.8938032312946
rs1360855	SNP	rs1360855	332	0.45	8432174	22.97	14.78	31.85	8377173	14.1834427251178	22.5709448835738	31.9168247982565
rs1591454	SNP	rs1591454	203	0.37	8481709	22.97	14.78	31.85	8426708	14.2822932961345	22.6757008224383	32.0187179067273
D6S277	STS	AFM158YH2	1018	0.78	8504660	22.97	14.78	31.85	8449645	14.3305731589591	22.7247071519324	32.0662822309966
rs1410766	SNP	rs1410766	300	0.54	8525360	22.97	14.78	31.85	8470359	14.3805658822308	22.7695953045091	32.1095633840908
rs718502	SNP	rs718502	274	0.53	8527400	22.97	14.78	31.85	8472399	14.3854927013359	22.7740190644732	32.1138287730914
D6S263	STS	AFM066XF7	155	0.8	8549857	22.97	14.78	31.85	8494845	14.4397287683172	22.8227172887444	32.1607835970063
rs1022720	SNP	rs1022720	180	0.48	8628041	22.97	14.78	31.85	8573040	14.6081769498551	22.9904201770213	32.3241595339527
rs1328865	SNP	rs1328865	278	0.55	8653687	22.97	14.78	31.85	8598686	14.6536254550032	23.0447019033336	32.3767022540195
D6S296	STS	AFM207XH2	109	0.81	8853699	22.97	14.78	31.85	8798647	15.0807669294509	23.4653400279347	32.7733883851799
D6S410	STS	AFM203XE11	660	0.65	8995387	23.33	14.78	32.55	8940333	15.3844697015320	23.7520851084648	33.0485130197672
rs1319566	SNP	rs1319566	218	0.46	9826393	26.05	18.16	34.64	9934379	17.4992113549615	25.5172777934683	34.678487986443
rs1340638	SNP	TSC0838199	178	0.21	9831332	26.05	18.16	34.64	9939318	17.5123436035612	25.526906078649	34.6878599699805
rs855367	SNP	rs855367	261	0.39	9835194	26.05	18.16	34.64	9943180	17.5226122296175	25.5344348167271	34.6951882956379
rs855368	SNP	rs855368	255	0.39	9835332	26.05	18.16	34.64	9943318	17.5229791561830	25.5347038394757	34.6954501570933
D6S940	STS	UT6077	53	0.68	9842514	26.05	18.16	34.64	9950498	17.5420752909153	25.5487047190399	34.7090783380544
rs1934772	SNP	TSC1000343	219	0.32	9851995	26.05	18.16	34.64	9959981	17.567284209517	25.5671873616393	34.7270689790585
rs12201453	SNP	rs12201453	152	0.26	9893488	26.05	18.16	34.64	10001474	17.6766662759232	25.6594914130204	34.8037256761056
rs763907	SNP	TSC0066034	189	0.39	10041848	26.05	18.16	34.64	10149834	18.0572676172002	25.9715771371277	35.0672865432573
rs760892	SNP	TSC0111315	233	0.47	10058811	26.05	18.16	34.64	10166797	18.0968661241024	26.0060553073848	35.0971434377426
rs1348	SNP	WIAF-3277	99	0.32	10449258	27.61	19.65	34.67	10557244	19.1055091374165	26.7898794514796	35.7647211508635
rs483475	SNP	rs483475	198	0.26	10774936	27.62	19.65	36.21	10882922	19.8842458826169	27.4066370349138	36.2844842670502
