Markers_name	Type	Alias	Informative_meioses	Heterozygosity	Build37_map_physical_position	Sex.averaged_map_position	Female_map_position	Male_map_position	Build36_map_physical_position	Female_map_position_smoothed	Sex.averaged_map_position_smoothed	Male_map_position_smoothed
D20S1155	STS	D20S1155	1104	0.86	83173	0	0	0	30753	0	0	0
rs1342137	SNP	TSC0841083	272	0.47	125121	0	0	0	73121	0.0840382151678148	0.0766082978729734	0.0710538512706401
rs735669	SNP	rs735669	214	0.5	128713	0	0	0	76713	0.0912343930280892	0.0831682531976544	0.077138180291431
D20S1157	STS	D20S1157	347	0.52	131870	0	0	0	79508	0.09755909611965	0.0889337818613565	0.0824856821618757
rs1434789	SNP	rs1434789	193	0.44	137900	0	0	0.44	85900	0.109639539465267	0.108758018325900	0.114620811981744
rs1865432	SNP	TSC0860065	302	0.43	146951	0	0	0.44	94951	0.127772224825329	0.160909902101235	0.218569441981259
rs1858597	SNP	rs1858597	199	0.47	147685	0	0	0.44	95685	0.129242713285641	0.165139211867128	0.226999261274116
rs751596	SNP	rs751596	206	0.52	151330	0	0	0.44	99330	0.136545070830379	0.186141710636445	0.268861238552674
rs722829	SNP	rs722829	147	0.47	169701	0	0	0.44	117701	0.173349353533915	0.291995456834288	0.479847900990095
rs1469781	SNP	rs1469781	176	0.53	170642	0	0	0.44	118642	0.175234543780719	0.297417501098192	0.490655067140747
D20S864	STS	AFMA343XC9	400	0.49	198257	0	0	0.44	146210	0.230558166166988	0.456935953312005	0.806274230622746
rs1418259	SNP	rs1418259	368	0.55	219011	0.21	0	0.44	167011	0.272136527890856	0.577343404242579	1.04148209541638
rs1978761	SNP	rs1978761	265	0.54	222836	0.21	0	0.44	170836	0.279799495684718	0.599534716751466	1.08483133329032
rs371791	SNP	rs371791	301	0.55	227967	0.21	0	0.44	175967	0.290078891174993	0.629302984590185	1.14298164427886
D20S1156	STS	D20S1156	655	0.7	228099	0.21	0	0.44	176098	0.290343338691016	0.630068802433629	1.14447761797804
rs1774116	SNP	rs1774116	265	0.52	233623	0.21	0	0.44	181623	0.301410066558543	0.662117118851692	1.20708185066186
rs434609	SNP	rs434609	305	0.55	236992	0.21	0	0.44	184992	0.308159488387959	0.6816628788105	1.24526317939318
rs374235	SNP	rs374235	377	0.51	241234	0.21	0	0.44	189234	0.316657869925622	0.706209959946915	1.29326725044192
rs6082267	SNP	rs6082267	218	0.44	269006	1.36	0	2.75	217006	0.372296024584737	0.864377492232732	1.60470314839025
rs742605	SNP	rs742605	220	0.45	353085	2.17	0	4.48	301085	0.540739075340308	1.33380548335637	2.53973601607599
D20S103	STS	AFM077XD3	983	0.68	559258	2.17	0	4.48	507245	0.89871438644867	2.47128585676408	4.7766819679217
rs282161	SNP	rs282161	114	0.27	601035	2.62	0	5.42	549035	0.90171729966065	2.69667033111688	5.22643646240784
rs6076869	SNP	rs6076869	270	0.48	626164	2.62	0	5.42	574164	0.903603207645754	2.83282524427002	5.49560888627062
D20S105	STS	AFM123XH12	387	0.7	652887	2.62	0	5.42	600862	0.905641568774546	2.97785810423302	5.78129663964636
D20S117	STS	AFM248YC5	857	0.86	655113	2.62	0	5.42	603091	0.905811362280989	2.98993920090172	5.80509415261326
rs986031	SNP	TSC0304154	199	0.37	1069432	4.71	0	9.4	1017432	0.938977261258348	5.04755490340452	9.93576782817722
D20S199	STS	AFMA131WF1	376	0.86	1094062	4.99	0	10.16	1041987	0.941476978555483	5.14777500503538	10.1359308997662
rs6032877	SNP	rs6032877	110	0.24	1094698	4.99	0	10.16	1042698	0.94154290134155	5.15022279280515	10.1408315414502
rs1217	SNP	WIAF-2129	44	0.48	1162615	4.99	0	10.16	1110615	0.949350547413643	5.39090482416926	10.6171632196502
